caseid,sender,target,startdate,terdate,defactoter,ongoing,gradual,expiry,review,measures,goals,adaptgoal,targetsalience,sendersalience,requirementter,outcome,negotiations,costsender,instinvestment,costtarget,multilateralism,datasets,comment,sourceimp,sourceter
USA_LIT_03,2,368,01.07.2003,29.03.2004,,0,1,0,0,"AS, IM",CB,0,0,0,Clear ,Stalemate,1,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.nato.int/docu/update/2004/03-march/e0329a.htm
EU_UKR_14_a,1830,369,20.02.2014,16.07.2014,,0,0,0,0,AE,"HR, DM",0,1,0,Clear ,Target partial acquiescence,1,Blank,0,Minor,EU,EUSANCT,,https://www.sipri.org/sites/default/files/2016-03/EU-Council-conclusions-Ukraine--20-February-2014.pdf,https://www.consilium.europa.eu/uedocs/cms_Data/docs/pressdata/en/ec/143990.pdf
EU_UKR_14_b,1830,369,17.03.2014,,,1,1,1,1,"AF, TB, CE, FS, TE, OE",AC,0,1,1,Clear ,Blank,1,Blank,1,Major,EU – USA,IST,Sanctions against Crimea and de-facto leadership of Crimea ,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32014D0145&from=CS,
USA_UKR_02,2,369,20.03.2002,21.11.2005,,0,0,0,1,AS,"DM, HR",0,0,0,Clear ,Target partial acquiescence,1,Minor,0,Minor,USA,EUSANCT,,https://www.congress.gov/bill/107th-congress/house-resolution/339/actions?q=%7B%22search%22%3A%5B%22ukraine%22%5D%7D&r=19&s=8; https://www.congress.gov/bill/108th-congress/house-joint-resolution/2?q=%7B%22search%22%3A%5B%22ukraine%22%5D%7D&s=8&r=34,https://www.polver.uni-konstanz.de/typo3temp/secure_downloads/103476/0/3abf60aca40b532ce231b7accac6d4e73a722ec3/Case-Summaries_EUSANCT_01.pdf
USA_UKR_14,2,369,11.04.2014,,,1,0,0,0,"AF, TB, FS, TE","DM, AC",0,1,1,Clear ,Blank,1,Minor,0,Major,EU – USA,EUSANCT,,https://www.federalregister.gov/documents/2014/04/16/2014-08701/addition-of-person-to-the-entity-list,
EU_BLR_04,1830,370,24.09.2004,,,1,1,1,0,"AE, AF, TB, IM","HR, DM",0,1,0,Clear ,Blank,1,Blank,0,Minor,EU – USA,EUSANCT/TIES/HSE,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32004E0661&qid=1571817625811&from=EN,
EU_BLR_98,1830,370,09.07.1998,22.02.1999,,0,0,0,0,TB,CB,0,0,0,Clear ,Negotiated settlement,1,Blank,0,Minor,EU – USA,EUSANCT/TIES,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31998E0448&from=EN,https://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:1999:052:0001:0001:EN:PDF
USA_BLR_02,2,370,26.11.2002,14.04.2003,,0,0,0,0,TB,"DM, HR",0,0,0,Clear ,Target partial acquiescence,0,Minor,0,Minor,USA,EUSANCT/TIES,,https://2001-2009.state.gov/r/pa/prs/ps/2002/15518.htm,https://2001-2009.state.gov/r/pa/prs/ps/2003/19629.htm
USA_BLR_04,2,370,20.10.2004,,,1,1,0,0,"AS, FS, TB, AF, DS","DM, HR",0,1,0,Clear ,Blank,1,Minor,0,Minor,EU – USA,EUSANCT/TIES/HSE,,https://www.govtrack.us/congress/bills/108/hr854/text,
USA_BLR_98,2,370,14.07.1998,,,1,1,0,0,"IM, DS, TB",CB,0,0,0,Clear ,Blank,1,Minor,0,Minor,EU – USA,EUSANCT/TIES,,https://1997-2001.state.gov/briefings/statements/1998/ps980622d.html,
USA_AZE_17,2,373,21.03.2017,,,1,0,0,0,"AS, IM",AC,0,0,0,Ambiguous,Blank,1,Minor,0,Minor,USA,IST,"Sanctions stem from Freedom Support Act, Article 907 and no waiver for 2017",https://www.federalregister.gov/documents/2016/06/20/2016-14504/authority-to-waive-section-907-of-the-freedom-support-act,
USA_AZE_92,2,373,24.10.1992,25.01.2002,,0,0,0,0,"AS, IM",AC,0,0,0,Ambiguous,Sender capitulation,1,Minor,0,Minor,USA,EUSANCT/TIES/HSE,,https://www.congress.gov/bill/102nd-congress/senate-bill/2532/actions,https://georgewbush-whitehouse.archives.gov/news/releases/2002/01/text/20020130-6.html
AU_GNB_12,3760,404,17.04.2012,17.06.2014,,0,0,0,1,DS,DM,0,1,0,Clear ,Target complete acquiescence,1,Blank,0,Minor,EU – UN – USA – RO,IST,,http://www.peaceau.org/uploads/psc-comm-guinea-bissau-17-04-2012.pdf,http://www.peaceau.org/uploads/psc-com-442-guinea-bissau-17-06-2014.pdf
ECOWAS_GNB_12,1520,404,29.04.2012,29.06.2012,,0,0,0,0,"DS, FS, AF, TB","DM, DT",0,1,0,Clear ,Target partial acquiescence,1,Blank,1,Minor,EU – UN – USA – RO,IST,,http://www.ecowas.int/wp-content/uploads/2015/02/2012-Extr-April1.pdf,http://www.ecowas.int/wp-content/uploads/2015/02/41st-ECOWAS-Summit-Yamoussoukro-28-29-June-20121.pdf
ECOWAS_GNB_18,1520,404,01.02.2018,31.07.2018,,0,0,0,0,"TB, AF, DS","DM, CB",0,1,0,Clear ,Target partial acquiescence,1,Blank,1,Minor,RO,IST,,http://www.ecowas.int/wp-content/uploads/2018/01/Final-Communiqu%C3%A9-Extraordinary-ECOWAS-Summit.pdf,https://www.ecowas.int/wp-content/uploads/2018/08/Final-Communique-English.pdf
EU_GNB_11,1830,404,18.07.2011,24.03.2015,14.07.2014,0,1,1,1,"TB, AS","DM, HR, DT",1,1,1,Clear ,Target complete acquiescence,1,Blank,0,Major,EU – UN – USA – RO,EUSANCT,,https://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:203:0002:0006:EN:PDF,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32015D0541&from=ga
UN_GNB_12,4400,404,18.05.2012,15.09.2014,,0,0,0,1,TB,"DM, HR, DT",1,1,1,Clear ,Target complete acquiescence,1,Blank,1,Minor,EU – UN – USA – RO,EUSANCT,,http://unscr.com/en/resolutions/2048,"https://de.reuters.com/article/us-bissau-army-idUSKBN0HA2F620140915;
https://www.bbc.com/news/world-africa-29220830"
USA_GNB_03,2,404,17.09.2003,31.08.2004,,0,0,0,0,"IM, AS",DM,0,1,0,Clear ,Target complete acquiescence,1,Minor,0,Minor,USA,EUSANCT/HSE,Exact termination date missing. Official governmental document states August 2004,https://2001-2009.state.gov/r/pa/prs/ps/2003/24197.htm,https://2001-2009.state.gov/r/pa/ei/bgn/5454.htm
USA_GNB_10,2,404,08.04.2010,,,1,0,0,0,AF,DT,0,0,0,Clear ,Blank,0,Blank,0,Minor,EU – UN – USA – RO,EUSANCT,Chief of staff of GB airforce,https://www.treasury.gov/press-center/press-releases/Pages/tg633.aspx,
USA_GNB_12,2,404,19.04.2012,23.12.2014,,0,1,0,0,AS,DM,0,1,0,Clear ,Target complete acquiescence,1,Minor,0,Minor,EU – UN – USA – RO,EUSANCT,,https://2009-2017.state.gov/r/pa/prs/dpb/2012/04/188120.htm#guineabissau,https://www.federalregister.gov/documents/2014/12/30/2014-30727/to-take-certain-actions-under-the-african-growth-and-opportunity-act-and-for-other-purposes
EEC_EQG_92,"1653, 1830",411,01.12.1992,23.06.2000,,0,0,missing,missing,AS,"DM, HR",0,0,0,Clear ,Sender capitulation,1,Blank,0,Major,EU,EUSANCT/HSE,imposition in 1992 but date missing,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:JOC_1993_132_R_0001_01&qid=1555333083624&from=EN,http://aei.pitt.edu/46911/
EU_EQG_08,1830,411,19.12.2008,,,1,1,missing,missing,AS,HR,0,0,0,Clear ,Blank,1,Blank,0,Minor,EU,IST,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:22011D0145&qid=1604577406899&from=EN,
USA_EQG_04,2,411,10.09.2004,21.09.2005,,0,0,0,1,"AS, FS",HR,0,0,0,Clear,Target partial acquiescence,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2004/09/20/04-21212/presidential-determination-with-respect-to-foreign,https://www.federalregister.gov/documents/2005/09/30/05-19786/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in
USA_EQG_11,2,411,30.09.2011,,,1,1,0,1,"AS, FS",HR,0,0,0,Clear,Blank,1,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2011/10/11/2011-26333/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in,
EU_GAM_14,1830,420,11.12.2014,09.02.2017,,0,0,0,0,AS,HR,0,0,0,Ambiguous,Target partial acquiescence,1,Blank,0,Minor,EU,IST,,https://www.euractiv.com/section/development-policy/news/eu-cuts-aid-to-gambia-over-human-rights-concerns/,https://ec.europa.eu/commission/presscorner/detail/en/IP_17_230
EU_GAM_94,1830,420,12.10.1994,18.07.1998,,0,0,0,0,"AS, IM",DM,0,1,0,Clear,Target partial acquiescence,0,Blank,0,Minor,EU – USA,EUSANCT/HSE,,"https://ec.europa.eu/commission/presscorner/detail/en/pesc_94_95;
http://aei.pitt.edu/39086/1/A4444.pdf",https://ec.europa.eu/commission/presscorner/detail/en/pres_98_207
USA_GAM_16,2,420,01.10.2016,12.12.2017,,0,0,0,0,TB,Other,0,0,1,Clear ,Target partial acquiescence,1,Minor,0,Minor,USA,IST,Repatriation Sanctions,https://fas.org/sgp/crs/homesec/sanctions.pdf,"http://www.54etats.com/en/node/2942#:~:text=DiplomacyAdama%20Barrow-,The%20United%20States%20government%20has%20announced%20the%20lifting%20of%20visas,on%20Gambian%20officials%20last%20year.&text=The%20Washington%20Times%20noted%20that,Gambian%20government%20were%20not%20heeded.;
https://www.africanews.com/2017/12/13/us-lifts-visa-sanctions-on-gambian-govt-after-deportation-deal//"
USA_GAM_94,2,420,28.10.1994,05.03.2002,,0,0,0,0,"AS, IM",DM,0,1,0,Ambiguous,Target complete acquiescence,0,Minor,0,Minor,EU – USA,EUSANCT/HSE,,"https://books.google.de/books?id=wJqg0udrFkYC&pg=PA15533&lpg=PA15533&dq=october+28,+1996+united+states+cut+off+aid+gambia+democratic&source=bl&ots=_Ysjd6Bh0b&sig=ACfU3U2IPjh_OS1IM6PxCj5zpubPy4SIBA&hl=en&sa=X&ved=2ahUKEwjLxJqLrZPjAhXNzaQKHWYHBO8Q6AEwBHoECAkQAQ#v=onepage&q=october%2028%2C%201996%20united%20states%20cut%20off%20aid%20gambia%20democratic&f=false",https://www.federalregister.gov/documents/2002/03/13/02-6073/determination-under-section-508-of-the-kenneth-m-ludden-foreign-operations-export-financing-and
AU_MLI_12,3760,432,23.03.2012,24.10.2012,,0,0,0,0,"DS, AF, TB",DM,0,1,0,Clear ,Target partial acquiescence,0,Blank,0,Minor,EU – USA – RO,IST,,http://www.peaceau.org/uploads/psc-comm-mali-23-03-2012-eng.pdf,http://www.peaceau.org/uploads/psc.339.com.mali.24.10.pdf
ECOWAS_MLI_12,1520,432,27.03.2012,06.04.2012,,0,0,0,0,"FS, TB, AF, DS",DM,0,1,0,Ambiguous,Target partial acquiescence,1,Blank,0,Minor,EU – USA – RO,IST,,https://www.ecowas.int/wp-content/uploads/2015/02/2012-Mini-March2.pdf,https://reliefweb.int/report/mali/statement-h-e-alassane-ouattara-chairman-authority-ecowas-heads-state-and-government
EU_MLI_12,1830,432,23.03.2012,12.02.2013,,0,0,0,0,AS,DM,0,1,0,Clear ,Target partial acquiescence,0,Blank,0,Minor,EU – USA – RO,EUSANCT,,"https://reliefweb.int/sites/reliefweb.int/files/resources/129222.pdf, https://www.dw.com/en/eu-cuts-mali-development-aid-after-coup/a-15829529-0",http://europa.eu/rapid/press-release_IP-13-109_en.htm
EU_MLI_17,1830,432,29.09.2017,,,1,0,0,0,"TB, AF","AC, CT",0,0,0,Clear ,Blank,0,Blank,0,Minor,EU – UN,IST,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32017D1775&qid=1579854026794&from=EN,
UN_MLI_17,4400,432,05.09.2017,,,1,0,1,1,"TB, AF","AC, CT",0,0,0,Clear ,Blank,0,Blank,1,Minor,EU – UN,IST,,http://unscr.com/en/resolutions/2374,
USA_MLI_03,2,432,01.07.2003,27.11.2006,,0,1,0,0,"IM, AS",CB,0,0,0,Clear ,Sender capitulation,1,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2006/12/12/06-9665/waiving-the-prohibition-on-the-use-of-fiscal-year-2006-economic-support-funds-with-respect-to
USA_MLI_12,2,432,26.03.2012,06.09.2013,,0,1,0,0,"TB, AS",DM,0,1,0,Ambiguous,Target complete acquiescence,0,Minor,0,Minor,EU – USA – RO,EUSANCT,,https://2009-2017.state.gov/r/pa/prs/dpb/2012/03/186827.htm,https://2009-2017.state.gov/r/pa/prs/ps/2013/09/213910.htm
USA_BEN_03,2,434,01.07.2003,09.09.2005,,0,0,0,0,"IM, AS",CB,0,0,0,Clear ,Target complete acquiescence,1,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2005/09/19/05-18741/waiving-prohibition-on-united-states-military-assistance-with-respect-to-benin
AU_MAA_05,3760,435,04.08.2005,10.04.2007,,0,0,0,0,DS,DM,0,1,0,Clear ,Target complete acquiescence,1,Blank,0,Minor,RO,IST,,http://www.peaceau.org/uploads/mauritaniaeng.pdf,https://www.peaceau.org/uploads/communiquemauritaniaeng-76th.pdf
AU_MAA_08,3760,435,07.08.2008,29.06.2009,,0,0,0,0,"AF, TB, DS",DM,0,1,0,Clear ,Target partial acquiescence,1,Blank,0,Minor,EU – USA – RO,IST,,https://archives.au.int/bitstream/handle/123456789/2248/2008_144_COMM_C1E.pdf?sequence=1&isAllowed=y,http://www.peaceau.org/uploads/pcscommuniquemauritaniafr.pdf
EU_MAA_08,1830,435,20.10.2008,25.01.2010,,0,0,1,1,AS,DM,0,1,0,Clear ,Target complete acquiescence,1,Blank,0,Major,EU – USA – RO,EUSANCT,,https://www.consilium.europa.eu/uedocs/cms_Data/docs/pressdata/en/er/103514.pdf,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32010D0073&qid=1565005777142&from=EN
USA_MAA_08,2,435,03.09.2008,18.07.2009,,0,0,0,0,"AS, TB",DM,0,1,0,Clear ,Target complete acquiescence,1,Minor,0,Minor,EU – USA – RO,EUSANCT,,https://2001-2009.state.gov/r/pa/prs/ps/2008/sept/109130.htm,https://2009-2017.state.gov/r/pa/prs/dpb/2009/july/126250.htm
USA_MAA_18,2,435,29.11.2018,,,1,0,0,1,"AS, FS",HR,0,0,0,Clear,Blank,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2018/12/20/2018-27696/presidential-determination-with-respect-to-the-efforts-of-foreign-governments-regarding-trafficking,
AU_NIR_ 10,3760,436,19.02.2010,16.03.2011,,0,0,0,0,DS,DM,0,1,0,Clear ,Target complete acquiescence,0,Blank,0,Minor,EU – USA – RO,IST,,https://www.peaceau.org/uploads/communique-niger-eng.pdf,https://www.peaceau.org/uploads/266th-communiquy-niger-en.pdf
ECOWAS_NIR_09,1520,436,17.10.2009,24.03.2011,,0,0,0,0,DS,DM,0,1,0,Clear ,Target complete acquiescence,1,Blank,0,Minor,EU – USA – RO,IST,,"https://emansion.gov.lr/doc/Final_communiqu__of_ECOWAS_HS_17%20October_2009.pdf;
https://www.sipri.org/sites/default/files/2016-03/20091017_ECOWAS_Guinea-arms-embargo.pdf",https://www.ecowas.int/wp-content/uploads/2015/02/39tht-ECOWAS-Summit-Abuja-23-24-March-20113.pdf
EU_NIR_09,1830,436,11.07.2009,20.06.2011,,0,1,0,0,AS,DM,0,1,0,Clear ,Target complete acquiescence,1,Blank,0,Minor,EU – USA – RO,EUSANCT,,https://cn.reuters.com/article/niger-referendum-strike-idINLC44218320090712,https://ec.europa.eu/commission/presscorner/detail/en/IP_11_760
EU_NIR_96,1830,436,29.01.1996,19.07.1999,,0,1,1,0,AS,DM,0,1,0,Clear ,Target partial acquiescence,1,Blank,0,Minor,EU – USA,EUSANCT/HSE,,http://aei.pitt.edu/54761/1/CPR_7.96.pdf,https://data.consilium.europa.eu/doc/document/ST-10159-1999-INIT/en/pdf
USA_NIR_03,2,436,01.07.2003,27.11.2006,,0,1,0,0,"AS, IM",CB,0,0,0,Clear ,Sender capitulation,0,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2006/12/12/06-9665/waiving-the-prohibition-on-the-use-of-fiscal-year-2006-economic-support-funds-with-respect-to
USA_NIR_09,2,436,23.12.2009,22.07.2011,,0,0,0,0,"AS, TB",DM,0,1,0,Ambiguous,Target partial acquiescence,0,Minor,0,Minor,EU – USA – RO,EUSANCT,,https://2009-2017.state.gov/r/pa/prs/ps/2009/dec/134045.htm,https://www.govinfo.gov/content/pkg/FR-2011-10-03/pdf/2011-25447.pdf
USA_NIR_96,2,436,30.01.1996,23.02.2000,,0,0,0,0,AS,DM,0,1,0,Clear ,Target partial acquiescence,0,Minor,0,Minor,EU – USA,EUSANCT/HSE,,https://heinonline.org/HOL/LandingPage?handle=hein.journals/dsptch16&div=74&id=&page=,https://www.govinfo.gov/content/pkg/FR-2000-03-16/pdf/FR-2000-03-16.pdf
AU_CDI_10,3760,437,09.12.2010,21.04.2011,,0,0,0,0,DS,"DM, HR",0,1,0,Clear ,Target complete acquiescence,1,Blank,1,Minor,EU – UN – USA – RO,IST,,http://www.peaceau.org/uploads/communiquy-of-the-252nd.pdf,https://www.peaceau.org/uploads/final-273rd-communique-eng.pdf
ECOWAS_CDI_10,1520,437,07.12.2010,24.03.2011,,0,0,0,0,DS,"DM, HR, AC",0,1,0,Clear ,Stalemate,1,Blank,0,Minor,EU – UN – USA – RO,IST,,http://www.ecowas.int/wp-content/uploads/2015/02/2010-7-december-Extra.pdf,https://reliefweb.int/report/c%C3%B4te-divoire/resolution-ares10311-authority-heads-state-and-government-ecowas-situation-c%C3%B4te
EU_CDI_00,1830,437,16.06.2000,30.06.2002,,0,1,1,0,AS,"DM, HR",0,1,0,Clear ,Target partial acquiescence,1,Blank,0,Minor,EU – USA,EUSANCT/HSE,,https://ec.europa.eu/commission/presscorner/detail/en/PRES_00_211,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32001D0510&from=EN
EU_CDI_04,1830,437,13.12.2004,09.06.2016,,0,1,1,1,"AE, TB, AF, IM, CE, FS, AS","HR, DM, AC",1,1,0,Clear ,Target partial acquiescence,1,Blank,0,Major,EU – UN – USA – RO,IST,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32004E0852&qid=1562678583569&from=EN,https://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1562754215285&uri=CELEX:32016D0917
UN_CDI_04,4400,437,15.11.2004,28.04.2016,,0,1,1,1,"AE, TB, AF, IM, CE","HR, DM, AC",1,1,1,Clear ,Target partial acquiescence,1,Blank,1,Major,EU – UN – USA – RO,EUSANCT/TIES/HSE,,http://unscr.com/en/resolutions/doc/1572,http://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/s_res_2283.pdf
USA_CDI_10,2,437,06.01.2010,11.04.2011,,0,0,1,0,AF,"DM, HR, AC",0,1,0,Ambiguous,Stalemate,0,Minor,0,Minor,EU – UN – USA – RO,EUSANCT,,"https://www.federalregister.gov/documents/2011/01/12/2011-525/designation-pursuant-to-executive-order-13396-of-february-7-2006-blocking-property-of-certain;
https://www.treasury.gov/press-center/press-releases/Pages/tg1017.aspx",https://www.nytimes.com/2011/04/12/world/africa/12ivory.html?mtrref=www.google.com&gwh=26E7DCD2A74CB64534B17EACCF6B681C&gwt=pay&assetType=REGIWALL
USA_CDI_99,2,437,24.12.1999,31.12.2002,,0,0,0,0,"AE, AS","DM, HR, AC",0,1,0,Clear ,Target partial acquiescence,1,Minor,0,Minor,EU – USA,EUSANCT/HSE,,https://1997-2001.state.gov/briefings/statements/1999/ps991224.html,https://uca.edu/politicalscience/dadm-project/sub-saharan-africa-region/ivory-coast-1960-present/
AU_GUI_08,3760,438,29.12.2008,09.12.2010,,0,0,0,0,"DS, AF, TB","DM, HR",0,1,0,Clear ,Target complete acquiescence,1,Blank,0,Minor,EU – USA – RO,IST,,https://reliefweb.int/report/guinea/guinea-communiqu%C3%A9-165th-meeting-peace-and-security-council,http://www.peaceau.org/uploads/252-communiquy-guinea-en-f.pdf
ECOWAS_GUI_09,1520,438,10.01.2009,24.03.2011,,0,0,0,0,"AE, DS","DM, HR",0,1,0,Clear ,Target complete acquiescence,1,Blank,0,Minor,EU – USA – RO,IST,,"https://www.emansion.gov.lr/2press.php?news_id=1026&related=7&pg=sp;
https://emansion.gov.lr/doc/Final_communiqu__of_ECOWAS_HS_17%20October_2009.pdf",https://www.ecowas.int/wp-content/uploads/2015/02/39tht-ECOWAS-Summit-Abuja-23-24-March-20113.pdf
EU_GUI_09,1830,438,27.07.2009,14.04.2014,,0,1,1,1,"AE, AF, TB, AS","DM, HR",0,1,0,Clear ,Target complete acquiescence,1,Blank,0,Minor,EU – USA – RO,EUSANCT,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32009D0618&from=EN,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32014D0213
USA_GUI_03,2,438,14.07.2003,06.04.2004,,0,1,0,0,"IM, AS",CB,0,0,0,Clear ,Target complete acquiescence,1,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2004/04/21/04-9185/waiving-prohibition-on-united-states-military-assistance-to-parties-to-the-rome-statute-establishing
USA_GUI_09,2,438,06.01.2009,25.10.2011,,0,0,0,0,"TB, AS, IM",DM,0,1,0,Clear ,Target complete acquiescence,0,Minor,0,Minor,EU – USA – RO,EUSANCT,,https://2001-2009.state.gov/r/pa/prs/ps/2009/01/113607.htm,https://www.federalregister.gov/documents/2011/10/28/2011-28211/to-take-certain-actions-under-the-african-growth-and-opportunity-act
USA_GUI_17,2,438,13.09.2017,27.08.2018,,0,0,0,0,TB,Other,0,0,1,Clear ,Target complete acquiescence,1,Minor,0,Minor,USA,IST,Repatriation Sanctions,https://www.dhs.gov/news/2017/09/13/dhs-announces-implementation-visa-sanctions-four-countries,"https://gn.usembassy.gov/u-s-embassy-resumes-normal-visa-processing-in-guinea/#:~:text=Effective%20August%2027%2C%202018%2C%20the,Conakry%20for%20all%20visa%20categories."
AU_BFO_15,3760,439,18.09.2015,26.09.2015,,0,0,0,0,"DS, TB, AF, IM, AS, FS",DM,0,1,0,Clear ,Target complete acquiescence,1,Blank,1,Minor,RO,IST,,http://www.peaceau.org/uploads/psc-544-comm-burkina-faso-18-9-2015.pdf,https://www.peaceau.org/uploads/psc-mtg-547-comm-burkina-faso-26-9-2015.pdf
ECOWAS_LBR_92,1520,450,05.11.1992,29.08.1997,,0,0,0,0,"AE, CE","AC, DM",0,1,1,Clear ,Target complete acquiescence,1,Blank,1,Minor,UN – USA – RO,HSE,,"https://undocs.org/Home/Mobile?FinalSymbol=S%2F24812&Language=E&DeviceType=Desktop;
http://ugspace.ug.edu.gh/bitstream/handle/123456789/7576/OJ-22.pdf?sequence=1",https://www.ecowas.int/wp-content/uploads/2015/02/19th-20th-ECOWAS-Summit-Abuja-August-1997.pdf
EU_LBR_02,1830,450,25.03.2002,27.06.2006,,0,1,1,0,AS,"HR, DM",0,1,0,Clear ,Target partial acquiescence,1,Blank,0,Minor,EU – UN – USA,EUSANCT,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32002D0274&from=EN,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32006D0450&from=GA
UN_LBR_01,4400,450,07.03.2001,22.12.2003,,0,0,1,1,"CE, AE, IM, TB",AC,0,1,1,Clear ,Target partial acquiescence,1,Blank,1,Major,EU – UN – USA,EUSANCT/TIES/HSE,,http://unscr.com/en/resolutions/1343,http://unscr.com/en/resolutions/doc/1521
UN_LBR_03,4400,450,22.12.2003,17.12.2009,,0,1,1,1,"CE, AE, IM, TB","AC, DM",1,1,1,Clear ,Target complete acquiescence,1,Blank,1,Major,EU – UN – USA,EUSANCT/HSE,,http://unscr.com/en/resolutions/doc/1521,http://unscr.com/en/resolutions/doc/1903
UN_LBR_92,4400,450,19.11.1992,07.03.2001,,0,0,0,0,AE,"AC, DM",0,1,0,Clear ,Target complete acquiescence,0,Blank,1,Minor,UN – USA – RO,EUSANCT/HSE,,http://unscr.com/en/resolutions/788,http://unscr.com/en/resolutions/1343
USA_LBR_03,2,450,09.09.2003,10.09.2004,,0,0,0,1,AS,HR,0,0,0,Clear,Target partial acquiescence,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2003/09/15/03-23602/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in,https://www.federalregister.gov/documents/2004/09/20/04-21212/presidential-determination-with-respect-to-foreign
USA_LBR_04,2,450,22.09.2004,29.11.2004,,0,0,0,0,"IM, AS",CB,0,0,0,Clear ,Target complete acquiescence,1,Minor,0,Minor,USA,IST,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2004/12/14/04-27464/waiving-prohibition-on-united-states-military-assistance-with-respect-to-burundi-guyana-and-liberia
USA_LBR_88,2,450,01.10.1988,12.11.2015,,0,1,0,0,"AS, TB, CE, DS","AC, HR, DM",1,1,0,Ambiguous,Target complete acquiescence,1,Minor,0,Minor,EU – UN – USA – RO,EUSANCT/TIES,,https://www.congress.gov/bill/100th-congress/house-bill/4637?q=%7B%22search%22%3A%5B%22liberia%22%5D%7D&r=2&s=9,https://www.govinfo.gov/content/pkg/FR-2015-11-16/pdf/2015-29403.pdf
ComSec_SIE_97,1240,451,11.07.1997,31.07.1998,,0,0,0,0,DS,DM,0,1,0,Clear ,Target complete acquiescence,0,Blank,0,Minor,EU – UN – USA – RO,IST,,"https://apnews.com/61953b5384e9095bea9e4db2966bc775;
https://books.google.de/books?id=NTPz-9nzxS0C&pg=PA17&dq=commonwealth+suspends+sierra+leone+july+1997&hl=en&sa=X&ved=0ahUKEwis2-eqx_HnAhUEqaQKHVaCDKIQ6AEIMzAB#v=onepage&q=commonwealth%20suspends%20sierra%20leone%20july%201997&f=false","https://thecommonwealth.org/sites/default/files/inline/SuspensionHistory.pdf;
https://cn.reuters.com/article/instant-article/idUSSP14813520071123"
ECOWAS_SIE_97,1520,451,29.08.1997,07.07.1999,,0,0,0,0,"AE, OE, TE, AF, TB","DM, HR",0,1,0,Clear ,Negotiated settlement,1,Blank,1,Major,EU – UN – USA – RO,HSE,,http://www.sierra-leone.org/Other-Conflict/ECOWAS-082997.html,https://peacemaker.un.org/sites/peacemaker.un.org/files/SL_990707_LomePeaceAgreement.pdf
EU_SIE_97,1830,451,20.06.1997,29.06.1998,,0,1,0,0,"AE, OE, TB, AS","DM, HR",0,1,0,Clear ,Target complete acquiescence,1,Blank,0,Major,EU – UN – USA – RO,EUSANCT,,https://europa.eu/rapid/press-release_PESC-97-66_en.htm,https://ec.europa.eu/commission/presscorner/detail/en/PRES_98_227
